INVOICE_UPC_CASE,LEN(INVOICE_UPC_CASE),INVOICE_UPC_PACK,LEN(INVOICE_UPC_PACK),INVOICE_PACKAGE_DESCRIPTION
11111111111,11,087241660118,12,QUERCETO CHIANTI CLASSIC
08600300256,11,086003002562,12,R M WOODBRIDGE CAB SAUV
08678500001,11,086785000015,12,CAVIT P GRIGIO TRAY PK CLUB 1.
08769210014,11,087692100140,12,SAM ADAMS 2/12 12 OZ NR
08769200424,11,087692004240,12,TRULY SPKCTR 2/12 12 OZC
84014800023,11,840148000230,12,SALVARE SWEET RED 6PK 750ML
08273446702,11,082734467021,12,FRONTERA MALBEC CLUB 1.5L
11111111111,11,853478001693,12,INDEPENDENCE NATIVE TEXAN 4/6/12 CAN
11111111111,11,071990170523,12,BLUE MOON 2/15PK CAN
11111111111,11,793585252642,12,ANTIETAM MILK STOUT 4/6/12 CAN
11111111111,11,784585009718,12,HUGL GRUNER VETLINER _ L 12/L
09998807116,11,099988071164,12,MENAGE A TROIS P GRIGIO 750ML
81128001735,11,081128001735,12,OLD FORESTER STATESMAN
11111111111,11,999999999993,12,BLVD TANK 7 1/2 BBL
08143400004,11,081434000040,12,BLACK BOX CHARD MONT 6PK 3L
08130800353,11,081308003535,12,SLOW PRESS CAB 750ML
11111111111,11,613008752200,12,ARNOLD PALMER SPIKED HALF & HALF 2/12/12Z CN
82100179107,11,082100179107,12,ARBOR MIST SANGRIA ZIN
08218426493,11,082184264935,12,JDCC CHERRY LIMEADE 4/6PK 10OZ
86479600011,11,864796000107,12,BELLA UNION CAB SAUV 2017
08210073851,11,082100738519,12,THE DREAMING TREE CAB 750ML
73459901705,11,073459901705,12,ROEDERER BRUT COLLECTION 6/ [ONP]
11111111111,11,076737109026,12,EVERFRESH ORANGE 12/32 Z
11111111111,11,082000786337,12,SMIRNOFF SMASH STRAW/LEM 23.5 OZ CAN
68935200961,11,689352009611,12,KIM CRAWFORD SAUV BL MARL 750M
04933100230,11,049331002307,12,LA CREMA P NOIR SONOMA 750ML
11111111111,11,786243571582,12,FLYING DOG THE TRUTH IMP IPA 4/6 12OZ CANS
08200076600,11,082000766001,12,SMIR PEA B 4/6 11.2 OZNR
11111111111,11,746546000684,12,LAKEFRONT NEW GRIST 4/6 12 OZ
11111111111,11,041755000556,12,LANGERS CRANBERRY COCKTAIL 12/15.2 PLNNR
11111111111,11,076183263563,12,SNPL 6PK PEACH TEA
11111111111,11,087692006862,12,TRULY BERRY VARIETY SLIM 2/12 12 OZ CN
81128002152,11,081128002152,12,SLANE IRISH WHISKEY
08857333101,11,088573331011,12,SHINER BOCK 4/6 12 OZ LN
11111111111,11,034100989309,12,REDDS STRAWBERRY 6PK BTL
11111111111,11,761503812759,12,J.LASSALLE BRUT PREFERENCE -KL -NV
11111111111,11,088004029524,12,CARIBE BAY SLVR RUM 12/375 ML
11111111111,11,111111111117,12,PRETORIA FIELDS WALKERS STATION STOUT 5.16G
76166600048,11,076166600048,12,CANYON OAKS CAB 1.5L 2018
11111111111,11,089744423658,12,MOREAU CHABLIS
11111111111,11,111111111117,12,EMPTY KEG - LAGUNITS 1/4
11111111111,11,849806002678,12,FOUR LOKO SOUR GRAPE 12/23.5Z
11111111111,11,034100013400,12,HIGHLIFE 18 PK CAN
11111111111,11,860002744902,12,KINGS CALLING TROP HOP 24/12 CAN 4/6
11111111111,11,850009785435,12,WICKED WEED PERNICIOUS 24/12 CAN 2/12
11111111111,11,005826000098,12,BOATSWAIN HEAVY LIFT VESSEL STRONG ALE 8/6/12 OZ CAN
08520002832,11,085200028320,12,CALIFORNIA DREAM CAB 6PK 750ML
11111111111,11,835603005431,12,TOZAI SNOW MAIDEN NIGORI SAKE 300ML
11111111111,11,071990170523,12,BMOON 2/15PK 12OZ CAN
11111111111,11,111111111117,12,BOGLE CHARD TRAY PACKS
68601400631,11,686014006315,12,NICKEL & NICKEL MERLOT 16
68149600104,11,681496001049,12,TYRANENA SCURVY 4/6PK
11111111111,11,696859256493,12,NODA HOP DROP N ROLL IPA 24/16 CAN 6/4
74543216199,11,745432161997,12,BR CHRISTMAS 2/5L
11111111111,11,087692009719,12,TRULY HARD SELTZER VARIETY 6 FLAVOR 24/12 SLEEK CAN
99999999990,11,082242019644,12,DOMAINE DE LA PETIT BUTTE 1/12B/750ML
08273421367,11,082734213673,12,FRONTERA CAB 1.5L
03410000357,11,034100003579,12,LITE 4/6PK 16OZ CAN
08591900108,11,085919001089,12,STE GENEVIEVE MERLOT 1.5L
08224229493,11,082242294935,12,GNARLY HEAD ZIN +14% 750ML
85283210505,11,852832105053,12,P JOUET GR BRUT NV 6PK 750ML
03410057256,11,034100572563,12,LITE 18/12 OZ LN
08500000843,11,085000008430,12,ECCO DOMANI PINOT GRIGIO TRAYS
85392800447,11,853928004472,12,UN DOUBLE CAB/SYRAH WINMKR SEL
11111111111,11,721512005016,12,PACIFIC REDWOOD ORGANIC CAB
83565500007,11,835655000071,12,RIONDO PROSECCO SPAGO NERO 6PK
08427998565,11,084279985657,12,BELLA BOLLE MOSC D ASTI NL 750
08775400015,11,087754000159,12,HOGUE LH WH RIES 750ML
07199010033,11,071990100339,12,COORS BANQ 30PK 12 OZ CN
03410030341,11,034100303419,12,BEST ICE 30/12 OZ CAN
08769200083,11,087692000839,12,ANGRY ORCHARD CRISP APPLE 2/12/12 CAN/A
07289000011,11,072890000118,12,HEINEKEN 4/6 12 OZ LN
86000055766,11,860000557658,12,UNO MAS MARGARITA WTRMLN BB6/4
08941900017,11,089419000177,12,LA VIEILLE FERME ROSE 750ML
07199000047,11,071990000479,12,COORS BANQ 2/12 12 OZCN
80686500209,11,080686500209,12,WINDSOR CAN WSKY BAR
08224201450,11,082242014502,12,CELLAR BOX CALIF CHARD BIB 3PK
08591900427,11,085919004271,12,STE GENEVIEVE TEXAS WHT 3/2PK
11111111111,11,999999999993,12,MB STEP DUDE 1/6 BBL
08500042499,11,085000424995,12,BAREFOOT SPRITZER ROSE CAN 4PK
89540145389,11,089540145389,12,HW TRIPLE SEC 60
11111111111,11,635985245957,12,MIKES HARDER BLOOD ORANGE 24/16 OZ LOOSE CN
83320200256,11,833202002561,12,ROSE ALL DAY 4PK
08600325304,11,086003253049,12,CHARLES SMITH SYRAH BM NUPC+14
27952400054,11,027952400054,12,WOLLERSHEIM PRAIRIE FUME 12/750ML
11111111111,11,034100572150,12,LITE LOOSE BTL
11111111111,11,638489001890,12,DOGFISH HEAD 60 MINUTE IPA 2/12/12 CAN
11111111111,11,630279887363,12,VICTORY KICK BACK VARIETY 15PK CANS
11111111111,11,852676006004,12,WALNUT RIVER WARBEARD IRISH RED 4/6PK CANS
11111111111,11,853340008553,12,WICKED WEED APPALACHIA SESSION IPA 6PK CAN
11111111111,11,111111111117,12,EMPTY MBCO 1/4 TALL BBL
11111111111,11,793573321145,12,ANTIETAM GENERALS GOLDEN ALE 4/6/12 CAN
80915000036,11,080915047895,12,BOLS PEACH BRANDY
11111111111,11,111111111111,12,CAMBRIA CHARDONNAY KATHERINES VYD 2017 12/750
11111111111,11,642860200321,12,FOUNDERS KBS BOURBON BA IMP STOUT 4PK
11111111111,11,857918007214,12,NEW REALM HAZY LIKE A FOX IPA 4/6/12Z CN
11111111111,11,857890005079,12,SPBC MAN OF LAW IPA 4/6 12OZ CANS
88692850035,11,088692850035,12,STERLING NAPA SAUV BL
11111111111,11,099100061727,12,ALDI CRESTWOOD BARREL CAB SAUV 12/750
11111111111,11,099988071096,12,MENAGE A TROIS RED TP C/B 12/750
89807900102,11,898079001024,12,EDUCATED GUESS P NOIR +14 750M
11111111111,11,083837006148,12,CASTLE ROCK RUSSIAN RIVER PN RESERVE
03807520530,11,038075205303,12,VERDI RASPBERRY SPARKLING TRAY
11111111111,11,072890006219,12,HEINEKEN 0.0 6PK BTL
11111111111,11,631234400047,12,SWEETWATER 420 STASH BOX 2/12/12Z CN
08500002873,11,085000028735,12,DARK HORSE SAUVIGNON BLANC CAN
08769210238,11,087692102380,12,SAM ADAMS LAGER 1/6 BBL
08427900142,11,084279001425,12,RUMOURS MOSCATO 6PK 750ML
11111111111,11,635985800064,12,WHITE CLAW 2/12 VARIETY #2 CAN
11111111111,11,080660956800,12,CORONA 18PK BTL
11111111111,11,092000021147,12,LONESTAR 24/7 2/12/12 CAN
04001175345,11,830000000000,12,2512/750 ARTIES SAUV BLANC     2018
98576988624,11,098576988624,12,QUIVIRA SONOMA COUNTY SAUVIGNON BLANC 2017
83085904081,11,083085904081,12,RUFFINO PROSECCO
11111111111,11,087224002102,12,HARTLEY & GIBSON AMONTILL6PK
11111111111,11,034100087302,12,REDDS PEACH ALE 4/6/12 BTL
85083200426,11,850832004260,12,BREAD AND BUTTER CHARDONNAY 2015
11111111111,11,089924334811,12,YUENGLING GOLDEN PILSNER 12PK CAN
11111111111,11,089924532491,12,YUENGLING LAGER 6/16OZ CAN
11111111111,11,111111111111,12,GATE CITY FAST FJORD NORWEGIAN FARMHOUSE IPA 7.75G
08218422603,11,082184226032,12,JDCC WATERMELON PUNCH MALT 4/6
73995806480,11,739958064801,12,COPPOLA CAB DIAMOND 750ML
08769229103,11,087692291039,12,SAM ADAMS BEERS OF SUMMER 2/12/12 LNNR
11111111111,11,033544000434,12,CORONA SELTZER VP 2/12 CAN
07874220620,11,078742206202,12,MEMBERS MARK SANGRIA M&S 1.5L
08520000104,11,085200001040,12,SUTTER FRE RED N/A 750ML
07199009516,11,071990095161,12,BLUE MOON 2/12 12 OZ LN
08500002561,11,085000025611,12,W GALLO SWEET PEACH 1.5
66957602056,11,669576020562,12,DUCKHORN DECOY ROSE
08380404721,11,083804047211,12,COOKS BRUT OL 750ML
08130800415,11,081308004150,12,CUPCAKE SPARKLING ROSE 750ML
85200660551,11,085200600083,12,WINE CUBE SAUV BLANC
08224201438,11,082242014380,12,BOTA BOX NIGHTHAWK BLK CAB 3PK
08469245874,11,084692458745,12,JADOT P NOIR 750ML
11111111111,11,022100000780,12,PABST 16OZ 6/4 CAN
85200105755,11,085200005758,12,SEAGLASS SAUV BLANC
08130800384,11,081308003849,12,CUPCAKE PROSECCO 24PK LSE 187M
08600378032,11,086003780323,12,MOND RYE BARREL PVT SEL +14 75
68474680042,11,684746800423,12,JB PEACH 24/ 200 ML NR
83120002024,11,083120002079,12,OAK LEAF CHARD
06362517420,11,570000000000,12,00STONE DELICOUS 2/12C
11111111111,11,864974000325,12,NOBLE VILLAGE TART 6/4/12OZ CAN
82000777694,11,087000202207,12,P BAY CCNT RUM
08858600921,11,088586009211,12,INTRINSIC RED BLND +14 750ML
09998807157,11,099988071577,12,MENAGE A TROIS LUSCIOUS P NOIR
08380407471,11,083804074712,12,COOKS BRUT              6/4 PK
99988371400,11,099988071294,12,MENAGE A TROIS MIDNIGHT RED
76961145444,11,769611454441,12,SONOMA CUTRER CHARD SC 750ML
11111111111,11,810019263231,12,BLACK RIFLE ESPRESSO W/CREAM 12PK 11OZ
11111111111,11,858989004164,12,BREW DETROIT CERVEZA DELRAY
11111111111,11,054527401529,12,NB FAT TIRE 1/2 BBL
08735651013,11,087356510131,12,CLOS DU BOIS CHARD 1.5L
11111111111,11,858945005037,12,LOST 40 ROCKHOUND IPA 4/6 12OZ CAN
11111111111,11,896974002191,12,LUCKY BUCKET SNOW SUIT 4/6 12 OZ NR
11111111111,11,071990095116,12,BLUE MOON BELGIAN WHITE 4/6/12 BTL
11111111111,11,085000011287,12,LIBERTY CREEK MERLOT 1.5
08143400030,11,081434000309,12,BLACK BOX CHARD TETRA 12PK 500ML
11111111111,11,754527008857,12,NB VDR JUICY HAZE 4/6/12 CN
11111111111,11,111111111111,12,GATE CITY CITRAS MAXIMUS IPL 7.75G
11111111111,11,085000028551,12,BAREFOOT PINOT NOIR 6/3L BIB
11111111111,11,850008610103,12,REVOLVER BACKYARD BEE HONEY KOLSCH 4/6/12 CAN
11111111111,11,085000012017,12,WHITEHAVEN SAUV BLANC 12/750
11111111111,11,078250006271,12,STEEL RESERVE SPIKED BLUE RAZZ 12/24 OZ CN
11111111111,11,813473020044,12,JEKYLL COOTER BROWN 24/12 CAN 4/6
11111111111,11,859086004620,12,HI WIRE HOP CIRCUS ROTATING IPA SERIES 6PK CAN
85000016602,11,085000016602,12,W STARBOROUGH SAV BLC 750ML
85200105922,11,684530000114,12,POMELO S BLANC NL 18
11111111111,11,111111111117,12,EMPTY KEG - MODELO 1/4
11111111111,11,796030824319,12,KONA SELTZER VARIETY 24/12 CAN 2/12
11111111111,11,085000019658,12,BAREFOOT BUBBLY PINK MOSCATO 750
11111111111,11,088004029449,12,FLASH POINT 12/375 ML
88004009281,11,088004009281,12,FIREBALL CINN WSKY
11111111111,11,071990095277,12,COORS LT 15/16 ALUM BTL
11111111111,11,078250006059,12,STEEL RESERVE BLACKBERRY 12/24OZ CAN
11111111111,11,866674000322,12,PETIOLE PINOT NOIR 12/750
11111111111,11,111111111117,12,NS DRTY MYRTLE 1/6K
11111111111,11,635985260899,12,WHITE CLAW BLK CHERRY 2/12 CAN
11111111111,11,082242293433,12,GNARLY HEAD PN
08210017923,11,082100179237,12,ARBOR MIST BLCKB MERLOT 750ML
85200101085,11,085200001088,12,FRE MERLOT
08224201444,11,082242014441,12,SEVEN NINETEEN WEST CAB 6PK 75
08143471016,11,081434710161,12,BLACK BOX ROSE GO PACK   500ML
08823200316,11,088232003167,12,VENDANGE CHARD     TETRA 500ML
11111111111,11,071990480493,12,KEYLIGHTFUL 2/12 12OZ CAN
08858600076,11,088586000768,12,CSM P GRIS 750ML
85200100798,11,085200518746,12,SUTTER HOME CAB SAUV
08787263840,11,087872638401,12,STELLA ROSA PINE IL CNTE SCAP
08500000517,11,085000005170,12,GFV WHITE ZIN
08711048057,11,087110480571,12,TOASTED HEAD CAB NL 750ML
34100807412,11,034100807412,12,HAMMS 30 PK 12 OZ CAN
08500004886,11,085000048863,12,GFV MOSCATO
08130800133,11,081308001333,12,CUPCAKE MOSCATO NL 750ML
81805102085,11,818051020850,12,FLOURISH CABERNET
08427999371,11,084279993713,12,BELLA BOLLE PROSECCO SPKLG 6PK
71016814502,11,710168045026,12,MONK'S CAFE 6/750ML
11111111111,11,635985010128,12,MIKES HARDER BLACK CHERRY 6/4/16 CAN
86151800260,11,861518002609,12,RANCHO LA GLORIA RTDMAR NEWUPC 750ML
11111111111,11,076737200693,12,EVERFRESH PINEAPPLE_BLEND 12/32 Z
71788879112,11,717888791127,12,NORTON MALBEC RSV +14 750ML
08787263037,11,087872630375,12,STELLA ROSA ROSE MOSC IMP TIN
07199000008,11,071990000080,12,COORS LT 4/6 12 OZ CAN
08600378021,11,086003780217,12,MOND CAB BBN BRL AGED PVT SEL 750ML
11111111111,11,726452013039,12,LAGARIA CHARD VENEZIO-EMP
82000771135,11,088600000002,12,GORDONS GIN
11111111111,11,835603005868,12,BUSHIDO WAY OF THE WARRIOR GINJO GENSHU SAKE CAN
75573800097,11,755738000975,12,JAM JAR SWEET SHIRAZ 6PK 750ML
87228190010,11,872281900103,12,LUNA NUDA PROSECCO 750ML
85801800703,11,858018007036,12,MCBRIDE SISTERS SAUV BL 750ML
19396804386,11,078742286822,12,MEMBERS MARK COT DE PROV ROSE
08427999904,11,084279999043,12,WHISPERING HILLS P GRIGIO 750M
11111111111,11,041755000761,12,LANGERS MANGO NECTAR 12/15.2 PLNNR
11111111111,11,085000023488,12,APOTHIC 750 CRUSH
82000759621,11,082000759621,12,SMIRNOFF KISSED CARAMEL VODKA
11111111111,11,759446100064,12,LBACH CHERRY BLOSSOM 750 ML
11111111111,11,087692752318,12,TWISTED TEA HALF/HALF 12/24OZ CAN
11111111111,11,839728008674,12,ALDI REVOLUTION HARBOR AMBER 24/330ML
99999999990,11,099999999990,12,HEBRART CUVEE DE RESERVE 1/12B/750ML
11111111111,11,727760511873,12,CHARLES BOVE SPARKLING ROSE #2 12/750
11111111111,11,071990000158,12,COORS SELTZER VARIETY 2/12 12 OZ CN
11111111111,11,111111111111,12,GATE CITY TERMINUS PORTER 7.75G
11111111111,11,888888888886,12,SPBC POS - COASTERS
11111111111,11,642860150268,12,FOUNDERS RUBAEUS 4/6 12OZ CANS
11111111111,11,071990281519,12,KEYSTONE ICE NOT LIGHT 2/15PK CAN
11111111111,11,642860200239,12,FOUNDERS PORTER 4/6 12 OZ NR
11111111111,11,816136025363,12,AVALINE WHITE BLEND
71280813976,11,712808129820,12,HIGH GAELIC 4/6 LN
11111111111,11,111111111117,12,HIGH LIFE 12PK NR 12OZ
11111111111,11,796030614965,12,KONA BIG WAVE 2/12 BTL
08143400030,11,081434000309,12,BLACK BOX CHARD TETRA 12PK 500
11111111111,11,810013040166,12,UNSORTED PN
11111111111,11,815829010068,12,CAYMAN MARGARITA 4/6 BTL
11111111111,11,111111111117,12,26 ACRES REPTAR JUICE HAZY IPA 1/2 KEG
11111111111,11,111111111117,12,VB SOUR MONKEY 1/6K
11111111111,11,070310012444,12,SEA VARIETY 12PK CAN
11111111111,11,635985200253,12,WHITE CLAW BLK CHRY 4/6 CAN
08273400101,11,082734001010,12,FRONTERA CAB/MERLOT SCRW CP 1.5L
11111111111,11,034100087555,12,REDDS WICKED BLK CHRY 2/12 10 OZ CN
82000790914,11,082000789239,12,CROWN ROYAL W/ 2 GLASSES
08520000055,11,085200000555,12,SUTTER CAB 1.5L
84014800018,11,840148000186,12,SALVARE CHARD 6PK 750ML
85283200015,11,852832000150,12,MUMM NAPA BRUT PRESTIGE NV 750
11111111111,11,071990000080,12,COORS LT 4/6/12 CN
73995897400,11,739958974001,12,COPPOLA CLARET DIAMOND 750ML
83120001829,11,083120001874,12,OAK LEAF CAB SAUV
83120000075,11,083120000068,12,OAK LEAF WH ZIN
11111111111,11,071990480455,12,KEYSTONE LIGHT 2/15 12 OZ CN
01169901914,11,011699019143,12,COLLINI BRUT SPRK 6PK 750ML
19396802698,11,193968026981,12,MEMBERS MARK P NOIR SON PB +14
81308001524,11,081308001524,12,FLIP FLOP MERLOT
76961104821,11,769611048213,12,SONOMA CUTRER CHARD SC STLVN 3
11111111111,11,111111111117,12,AUSTIN EASTCIDERS BLOOD ORANGE 1/6 BBL
08600300337,11,086003003378,12,WOODBRIDGE RIES 1.5L
08210073786,11,082100737864,12,VENDANGE WHITE ZIN TETRA 500ML
03807520530,11,038075205303,12,VERDI RASPBERRY SPARKLING 750ML
80368107504,11,080368107504,12,BEPI TOSOLINI AMARETTO SALIZA LIQUOR
08143403126,11,081434031266,12,REX GOLIATH MERLOT NL 750ML
08427997938,11,084279979380,12,ASTORIA ALISIA P GRIGIO 6PK 75
11111111111,11,085000029039,12,DARK HORSE BRUT BUBBLES 12/375 CAN
11111111111,11,853340008188,12,WICKED WEED PERNICIOUS IPA 6PK CAN
85200100774,11,085200218745,12,SUTTER HOME MERLOT
84715900201,11,847159002017,12,SALINAN WMKR CAB SEL PASO ROB
10000110181,11,667220121016,12,MONCONTOUR VOUVRAY DEMI-SEC
76191975012,11,761919750126,12,THREE LAKES RHUBARB 12/750ML
03410000151,11,034100001513,12,BEST ICE 12/42 OZ NR
08308531011,11,083085310110,12,ESTANCIA P GRIGIO CALI NL 6PK
11111111111,11,111111111117,12,EMPTY - 1/6 THOMAS CREEK
87652900124,11,876529000124,12,ROGUE HNY KOLSCH 4/6 CN
11111111111,11,859612001130,12,21ST AMEND HELL OR HIGH MANGO 2/12 12OZ CANS
08130836497,11,081308364971,12,FISH EYE P GRIGIO 750ML
11111111111,11,669576020548,12,DUCKHORN NAPA CHARD
87113112981,11,087113112981,12,A BICHOT PURE CREMANT DE BOURGOGNE BLANC DE BLANCS
11111111111,11,866166000007,12,BLOWING ROCK HIGH COUNTRY 4/6/12OZ CANS
11111111111,11,731760713137,12,HEAVY SEAS TROPI CANNON 24/12 CAN 4/6
11111111111,11,071990300692,12,COORS LIGHT 2/12 BTL
11111111111,11,081054006132,12,CHERRY BLOSSOM PINOT NOIR CALIFORNIA 12/750
76166600048,11,076166600048,12,CANYON OAKS CAB 1.5L 2017
08858600924,11,088586009242,12,BORNE OF FIRE CAB COLUMBIA VLY
11111111111,11,087692009658,12,TRULY PINEAPPLE 4/6 12 OZ CN
11111111111,11,088573331011,12,SHINER BOCK 6PK BTL
11111111111,11,033544950531,12,CORONA FAMILIAR 2/12 BTL
11111111111,11,672975128807,12,PISGAH BRITE SKY BLOOD ORANGE IPA 6PK CAN
11111111111,11,410702055536,12,SUNBAY RED BLND 12/750ML
08500002180,11,085000021810,12,LIBERY CRK TETRA CHARD
11111111111,11,085000025611,12,GALLO T.V. SWEET PEACH 1.5
11111111111,11,111111111117,12,PALMETTO IDLE SPEED 1/2 BBL
11111111111,11,034100003425,12,REDDS WICKED APPLE ALE 2/12/10 CAN
11111111111,11,111111111117,12,PROMO-DOUG BINSFELD
11111111111,11,071990477141,12,KEYSTONE ICE 30/12 CAN
11111111111,11,864974000301,12,NOBLE GOLDEN ARROW 6/4/12OZ CAN
11111111111,11,638489001890,12,DOGFISH 60 MINUTE IPA 2/12/12 CAN
11111111111,11,022100002883,12,PABST 2/12 12 OZ LN
08372288002,11,083722880020,12,M GOODE CHARD SON NL 750ML
11111111111,11,852039008201,12,TALL GRASS BUFFALO SWEAT STOUT 4/6PK CANS
11111111111,11,852659368372,12,THOMAS ALLEN SELECTIONS CABERNET SAUVIGNON 12/750
11111111111,11,857387003649,12,FULLSTEAM COFFEE IS FOR CLOSERS PORTER 4/6 12OZ CANS
11111111111,11,071990302009,12,COORS LT 20/12 CAN
11111111111,11,000000541855,12,TRADER JOES BLOCK 67 RED WINE CABERNET SAUVIGNON 3L BOX 6/3.00
11111111111,11,085000015810,12,BAREFOOT RIESLING 750
11111111111,11,754527011109,12,NEW BELGIUM ACCUMULATION WHITE IPA 24/12 CAN 4/6
11111111111,11,856184006211,12,BOEN RR PN
08520002860,11,085200028603,12,VINTAGE CRUSH MOSCATO 1.5L
89521600104,11,895216001046,12,FL. PNCH 12% 12/23.5 OZ
07874210229,11,078742102290,12,MEMBERS MARK GOLD MARG WINE SZ
07199009257,11,071990095277,12,COORS LT ALUM 15PK 16 OZ
02210002883,11,022100002883,12,PABST 2/12 NR
07089718331,11,070897183315,12,FOSTERS PREMIUM 1/12/25.4OZ CAN
08858600924,11,088586009242,12,BORNE OF FIRE CAB COLUMBIA VLY 750ML
08210073910,11,082100739103,12,ARBOR MIST PEACH MOSCATO 1.5L
08143410010,11,081434100108,12,DISENO MALBEC NL 750ML
08600300259,11,086003002593,12,R M WOODBRIDGE WHITE ZINFANDEL
75573800066,11,755738000661,12,JAM JAR SWEET WHITE 750ML
06362517420,11,570000000000,12,65STONE DELICOUS 2/12C
85200020393,11,085200020386,12,SUTTER HOME WH ZIN
08382012360,11,083820123609,12,GUINNESS 6/4PK 14.9 OZ C
86000018319,11,860000483185,12,UNO MAS MARGARITA STRBRYLM 6/4
08689108703,11,086891087030,12,THE FEDERALIST ZIN BBN BRL MEN 750ML
85156675005,11,085156675005,12,KETEL ONE PEACH AND ORANGE
08066095675,11,080660956756,12,CORONA LT 2/12 12 OZ LN
03410001306,11,034100013066,12,HIGH LIFE 24 PK 12 OZ CN
08312010279,11,083120102793,12,FRANZIA CHABLIS 5L
08200766018,11,082000766001,12,SMIRNOFF ICE PCH BELLINI
08417312378,11,084173123773,12,TOKYO DRIFT 4 X 6 X 12OZ CANS (6PKC SKU: 08417312377)
11111111111,11,888888888886,12,DUCK RABBIT COASTERS
88004027421,11,088004027421,12,CAN HUNTER WSKY
11111111111,11,087692009917,12,TRULY LEMONADE VARIETY PACK 2/12/12 CAN
11111111111,11,085000025031,12,CARLO ROSSI PINK MOSCATO SANGRIA 750
08600381385,11,086003813854,12,WOODBRIDGE CAB 1.5L
08901601726,11,089016017264,12,CAPRICCIO BUBBLY SANGRIA 6PK 750ML
08224201453,11,082242014533,12,CELLAR BOX CHILE P NOIR BIB 3P
82000767909,11,082000003977,12,SMIRNOFF RASP TWIST VODKA
85200660605,11,085200600137,12,WINE CUBE RED BLEND
11111111111,11,659989000510,12,EMP UNIVERSE VARIETY 2/12 12 OZ NR
08600325105,11,086003251052,12,MEIOMI MONT S BARB SON ROSE 750ML
72645210035,11,726452000152,12,MONTE ANTICO ROSSO
11111111111,11,034100313449,12,M BEST 2/15/12 CN
11111111111,11,635985260394,12,WHITE CLAW MANGO 12/19.2OZ
11111111111,11,000000077774,12,EMPTY SPBC SM KEG
82000784241,11,082000787884,12,SMIR SPIKED SELTZER ROSE 4/6 CAN
11111111111,11,111111111111,12,EINSTOK ICELANDIC WEE HEAVY 7.75G KEG
80368207501,11,080368207501,12,BEPI TOSOLINI AMARO LIQUOR
11111111111,11,087692006862,12,TRULY BERRY VARIETY PACK 2/12/12 CAN
11111111111,11,071990170462,12,COORS LIGHT 3/8/16 CAN
11111111111,11,859889006210,12,QUILT NAPA CHARD 12PK
11111111111,11,080660953151,12,PACIFICO 2/12PK LN
11111111111,11,017224750123,12,CONUNDRUM WHITE -19
08289600209,11,082896002092,12,BONTERRA MERLOT SS MENDO +14 7
11111111111,11,040232233814,12,CROOKED MCSWAGGERS OWN 4/6 CAN
08012000028,11,080120000289,12,ALMADEN HER MOSCATO     BNB 5L
11111111111,11,111111111111,12,SCOFFLAW BASEMENT IPA 15.5G
72890006479,11,072890006479,12,HEINEKEN 2/15 BONUS 0.0 +15/12OZ CAN
71788841021,11,717888410219,12,HESS CAB ALLOMI 12PK +14 375ML
11111111111,11,183491000190,12,BLOCK NINE CAIDEN PN
11111111111,11,642860200321,12,FOUNDERS KBS YEAR ROUND 6/4 12 OZ NR
08470409132,11,084704091328,12,KORBEL BRUT 750ML
11111111111,11,722160222985,12,ODELL MOUNTAIN STAND 4/6/12 CAN
85200100842,11,085200918751,12,SUTTER HOME MOSCATO ON-P
11111111111,11,849806001169,12,FOUR LOKO GOLD 12/23.5Z
11111111111,11,864974000363,12,NOBLE CIDER SPICE MERCHANT CHAI CIDER 6/4 12OZ CANS
18200966187,11,853897002288,12,B&V SS CRANBERRY CAN 4/6
11111111111,11,817606010247,12,CAPT LAW DOUBLE PULL IMP STOUT 6/4 16OZ CANS
08415900025,11,084159000258,12,VINA MAYOR RESERVA 750ML
11111111111,11,754527010874,12,NB PURIST 4/6/12 CN
11111111111,11,071990095277,12,LIGHT 15PK 16OZ. ALUM PT.
11111111111,11,000000000001,12,JOSEPHSBRAU BAVARIAN HEFEWEIZEN 6/4/12OZ
11111111111,11,888888888886,12,STK-AVERY WHITE RASCAL
01623600002,11,016236000028,12,CHALK HILL CHARD SONMA CST +14 750ML
11111111111,11,630279776322,12,VICTORY SOUR MONKEY 24/12 CAN 4/6
11111111111,11,085000021828,12,LIBERTY CREEK CAB SAUV 12/500ML
08500022944,11,085000229446,12,APOTHIC RED 12/2PKS ALUM BTL
96749089208,11,096749089208,12,ARISTOCRAT BRANDY BAR
07199032003,11,071990320003,12,COORS LT 4/6PK 16OZ CN
08130800043,11,081308000435,12,CUPCAKE SAUV BL 750ML
03410008716,11,034100087166,12,REDDS AP 4/6PK 12 OZ NR
08600300296,11,086003002968,12,R M WOODBRIDGE PINOT GRIGIO
85200101498,11,085200118830,12,SUTTER HOME PK MOSCATO
08600327901,11,086003279018,12,CRAFTERS UNION ROSE CAN 12PK 3
08787263350,11,087872633505,12,STELLA ROSA BLACK 1.5L
08735644212,11,087356442128,12,CLOS DU BOIS P NOIR 750ML
08210017907,11,082100179077,12,ARBOR MIST STRAW WH ZIN 1.5L
75062565101,11,750625651018,12,ROOT 1 CAB 750ML
11111111111,11,851684006013,12,BOEN SANTA LUCIA HIGHLANDS PN
11111111111,11,869592000207,12,GEORGES OLD BAY BLOODY MARY MIX 12/32OZ BTLS
07199030005,11,071990300050,12,COORS LT 4/6 12 OZ LNNR
